id,asset_id,item,category,price,state,created_at
235,285,27,Beauty,25.37,successful,01:16.7
236,481,9,Beauty,40.98,successful,46:33.6
237,544,82,Computers,13.33,successful,36:18.5
238,100,49,Clothing,10.79,successful,32:04.2
239,423,99,Music,86.14,successful,27:53.4
240,263,38,Beauty,63.32,successful,08:45.0
241,49,50,Sports,16.09,successful,29:50.6
242,211,84,Electronics,98.86,successful,56:07.9
243,355,21,Automotive,46.43,successful,23:28.1
244,324,23,Health,72.34,successful,32:04.6
245,71,23,Kids,9.47,successful,26:07.2
246,401,54,Tools,57.93,successful,44:40.1
247,537,16,Baby,24.81,successful,00:58.2
248,104,41,Movies,14.55,successful,42:09.2
249,52,66,Sports,35.31,successful,20:37.9
250,462,71,Beauty,24.56,successful,08:05.2
251,181,36,Toys,25.03,successful,49:21.1
252,355,4,Movies,87.81,successful,12:52.2
253,542,80,Industrial,21.12,successful,33:02.1
254,389,84,Shoes,54.91,successful,50:32.0
255,132,22,Health,8.2,successful,13:33.0
256,446,55,Games,75.22,successful,38:04.5
257,170,31,Movies,34.85,successful,58:27.2
258,151,16,Home,48.8,successful,30:19.2
259,141,6,Shoes,98.6,successful,34:17.9
260,284,89,Outdoors,52.13,successful,38:59.5
261,241,43,Home,71.19,successful,12:28.4
262,203,72,Beauty,81.03,successful,02:04.4
263,243,100,Toys,13.07,successful,56:18.4
264,154,83,Beauty,14.64,successful,35:15.3
265,64,56,Health,74.38,successful,51:54.6
266,433,82,Movies,92.34,successful,43:56.1
267,341,26,Kids,75.44,successful,37:37.8
268,397,4,Beauty,73.42,successful,15:11.7
269,252,46,Health,55.67,successful,44:36.3
270,403,36,Tools,82.94,failed,07:04.8
271,443,89,Grocery,3.22,successful,03:53.1
272,517,11,Books,7.42,successful,03:05.1
273,592,44,Automotive,96.8,successful,44:03.7
274,346,57,Outdoors,80.56,successful,06:58.6
275,193,47,Outdoors,99.15,successful,02:17.6
276,253,77,Toys,2.9,successful,59:31.2
277,15,93,Industrial,40.6,successful,20:02.6
278,529,87,Garden,66.36,successful,58:27.3
279,418,90,Books,28.94,successful,05:16.7
280,207,29,Movies,3.13,successful,51:49.7
281,525,8,Baby,49.6,successful,40:38.3
282,285,21,Kids,85.05,successful,50:51.8
283,599,36,Health,12,successful,01:52.8
284,178,77,Movies,12.36,successful,10:10.5
285,577,29,Kids,41.94,successful,58:43.6
286,192,79,Movies,24.25,successful,53:05.7
287,233,87,Beauty,95.67,successful,44:17.6
288,562,75,Grocery,5.33,successful,43:34.2
289,412,89,Electronics,13.2,successful,37:56.3
290,52,85,Jewelery,95.84,successful,46:20.6
291,110,42,Garden,72.31,successful,17:35.1
292,322,74,Sports,87.36,successful,53:43.1
293,278,96,Shoes,81.04,successful,41:01.0
294,22,37,Electronics,33.57,successful,48:34.0
295,314,7,Kids,67.02,successful,50:31.8
296,178,7,Grocery,69.02,successful,11:09.6
297,209,32,Shoes,80.81,successful,38:33.6
298,409,82,Automotive,34.05,successful,35:27.2
299,6,19,Games,7.62,failed,25:30.4
300,508,35,Music,97.8,successful,35:03.2
301,218,21,Kids,14.86,successful,31:44.5
302,214,11,Grocery,6.08,successful,42:56.9
303,453,66,Toys,2.51,successful,27:13.1
304,575,61,Beauty,16.83,successful,32:05.3
305,113,72,Grocery,57.42,successful,54:05.4
306,495,23,Movies,71.03,successful,51:00.7
307,246,45,Outdoors,63.34,successful,58:57.4
308,56,79,Games,18.27,successful,04:53.2
309,22,19,Beauty,38.83,successful,24:13.4
310,27,87,Outdoors,5.49,successful,26:33.2
311,248,46,Kids,18.74,successful,26:38.0
312,143,58,Health,59.03,successful,16:49.9
313,358,89,Industrial,33.66,successful,24:14.7
314,157,63,Beauty,48.93,successful,23:31.9
315,178,88,Clothing,84.71,successful,22:56.2
316,492,10,Shoes,64.72,successful,04:16.9
317,214,21,Toys,61.2,successful,41:34.6
318,265,10,Tools,69.32,successful,26:07.8
319,98,11,Home,11.38,successful,53:34.5
320,263,13,Garden,6.67,successful,59:59.2
321,364,34,Automotive,12.74,successful,33:08.6
322,93,73,Clothing,84.73,successful,16:25.5
323,378,48,Toys,88.03,successful,23:28.8
324,328,56,Grocery,7.51,successful,00:04.3
325,56,16,Outdoors,48.3,successful,10:52.8
326,28,3,Games,51.96,successful,18:35.1
327,293,55,Toys,25.23,successful,44:26.3
328,234,13,Books,29.95,successful,58:17.1
329,114,14,Home,45.14,successful,24:29.6
330,165,56,Shoes,79.43,successful,25:16.4
331,268,51,Kids,37.3,successful,23:07.7
332,50,79,Books,80.56,successful,51:44.4
333,216,78,Grocery,1.95,successful,40:32.0
334,510,31,Movies,90.4,successful,47:04.2
335,42,31,Grocery,67.97,successful,13:14.3
336,146,64,Jewelery,64.26,failed,00:52.6
337,466,69,Grocery,90.73,successful,54:54.0
338,20,29,Toys,59.37,successful,23:29.4
339,230,26,Games,19.28,successful,57:57.7
340,241,49,Music,77.82,successful,31:41.3
341,544,42,Tools,90.81,successful,38:21.4
342,480,96,Outdoors,13.99,successful,53:11.8
343,554,3,Health,88.31,successful,51:15.5
344,210,21,Electronics,44.98,successful,38:54.1
345,17,78,Home,68.9,successful,37:43.6
346,246,32,Electronics,39.87,successful,24:57.2
347,222,78,Tools,41.66,successful,32:12.9
348,387,69,Grocery,21.63,successful,36:07.1
349,264,100,Sports,36.52,successful,54:01.1
350,304,48,Industrial,99.93,successful,26:53.0
351,468,20,Home,20.71,successful,21:42.0
352,185,25,Outdoors,68.44,successful,17:51.3
353,82,91,Computers,17.55,successful,28:14.3
354,139,87,Garden,28.16,successful,29:42.2
355,472,68,Beauty,59.03,successful,55:07.1
356,372,51,Movies,11.1,successful,41:15.8
357,501,43,Toys,75.68,successful,30:07.5
358,338,50,Tools,88.29,successful,44:23.9
359,539,79,Outdoors,25.19,successful,07:26.8
360,485,57,Garden,35.21,successful,44:02.9
361,440,76,Jewelery,81.72,successful,31:47.1
362,340,9,Clothing,84.92,failed,03:12.1
363,83,62,Tools,38.44,successful,17:03.6
364,563,86,Jewelery,13.78,successful,15:06.5
365,392,62,Tools,77.82,successful,21:31.1
366,103,62,Industrial,86.53,successful,11:11.4
367,196,58,Beauty,82.7,successful,54:23.2
368,321,87,Industrial,52.94,successful,57:28.7
369,238,70,Books,68.74,successful,15:29.7
370,9,47,Kids,48.77,successful,58:10.9
371,209,3,Music,13.5,successful,25:18.4
372,79,38,Sports,90.94,successful,20:57.8
373,269,61,Automotive,61.13,successful,20:57.4
374,404,93,Automotive,58.58,successful,21:39.2
375,588,80,Industrial,6,successful,23:37.2
376,516,94,Garden,52.04,successful,18:03.2
377,540,33,Industrial,8.13,successful,31:07.6
378,449,1,Electronics,23.17,successful,18:21.2
379,113,31,Computers,48.8,successful,12:46.3
380,335,84,Computers,69.22,successful,54:15.8
381,426,6,Toys,74.43,successful,00:29.8
382,199,1,Jewelery,14.15,successful,26:21.2
383,282,44,Health,53.23,successful,48:19.8
384,281,7,Movies,93.04,successful,59:18.5
385,307,74,Garden,22.81,successful,30:36.6
386,425,34,Baby,55.72,successful,48:52.0
387,54,14,Sports,33.61,successful,14:06.0
388,345,67,Sports,8.3,failed,48:53.5
389,134,9,Kids,48.56,successful,10:43.5
390,261,100,Beauty,97.8,successful,27:24.8
391,377,31,Computers,14.85,successful,12:02.6
392,182,65,Industrial,68.14,successful,42:19.7
393,272,88,Games,41.17,successful,48:22.1
394,578,75,Toys,66.11,successful,41:02.6
395,422,51,Beauty,74.78,successful,03:31.5
396,2,58,Kids,82.85,successful,04:05.1
397,241,5,Industrial,12.72,successful,54:33.1
398,417,44,Computers,48.68,failed,20:53.6
399,308,42,Beauty,99.65,successful,27:45.8
400,26,81,Kids,38.52,successful,35:14.0
401,405,39,Computers,37.83,successful,17:00.5
402,565,91,Jewelery,15.73,successful,13:27.3
403,339,49,Books,93.62,successful,02:32.2
404,547,32,Shoes,43.69,failed,54:26.0
405,42,53,Books,85,successful,03:24.5
406,80,50,Electronics,16.99,successful,28:38.7
407,109,13,Electronics,99.67,successful,20:19.5
408,78,24,Games,44.06,successful,20:02.6
409,56,71,Music,89.82,successful,38:33.3
410,534,25,Clothing,12.63,successful,31:16.2
411,262,2,Beauty,34.73,failed,04:45.7
412,495,44,Industrial,13.05,successful,32:39.1
413,437,99,Games,20.01,successful,42:11.6
414,589,63,Industrial,81.56,successful,40:53.7
415,135,45,Books,30.37,successful,22:16.9
416,133,59,Toys,47.36,successful,07:17.6
417,594,79,Music,84.91,failed,16:05.0
418,573,73,Automotive,92.09,successful,14:42.1
419,299,46,Sports,42.07,failed,35:05.5
420,547,32,Beauty,14.99,successful,41:51.4
421,117,61,Music,54.5,successful,23:56.9
422,357,77,Kids,55.64,successful,45:56.2
423,109,64,Books,59.46,successful,31:41.1
424,396,16,Sports,82.06,successful,02:27.7
425,266,99,Industrial,93.65,successful,30:25.6
426,346,87,Outdoors,3.19,successful,34:10.9
427,246,15,Beauty,92.11,successful,24:40.0
428,178,63,Beauty,27.77,successful,27:15.8
429,246,45,Sports,87.13,successful,34:37.5
430,465,36,Movies,10.53,successful,33:56.8
431,291,55,Jewelery,8.1,successful,29:31.9
432,565,54,Tools,78.12,successful,12:54.1
433,19,80,Garden,92,successful,31:11.3
434,410,21,Music,98.4,successful,38:06.1
435,429,94,Sports,3.91,successful,31:48.0
436,535,70,Movies,61.63,successful,33:02.5
437,291,47,Garden,57.51,successful,27:41.5
438,98,68,Toys,18.91,failed,47:29.4
439,45,59,Health,13.43,successful,42:25.3
440,556,52,Games,70.6,successful,22:37.4
441,485,72,Music,33.2,successful,09:36.9
442,49,28,Health,39.91,successful,13:20.4
443,437,81,Computers,93.46,successful,03:57.8
444,111,81,Home,9.12,successful,35:15.9
445,534,27,Music,99.43,successful,30:33.5
446,175,28,Baby,84.13,successful,39:21.0
447,14,81,Tools,30.9,successful,48:28.7
448,519,31,Industrial,22.18,successful,53:29.5
449,546,29,Outdoors,19.69,successful,28:34.3
450,290,71,Clothing,19.68,successful,20:38.3
451,533,67,Electronics,20.04,successful,29:28.7
452,158,96,Garden,94.55,successful,04:53.1
453,441,67,Computers,10.59,successful,27:43.5
454,100,92,Sports,5.6,successful,41:59.5
455,526,66,Movies,68.62,successful,04:07.9
456,520,53,Tools,95.49,successful,30:45.1
457,293,33,Tools,32.18,successful,49:59.2
458,17,52,Shoes,21.87,successful,17:44.3
459,151,86,Computers,86.25,successful,11:36.9
460,263,89,Baby,42.12,successful,33:31.8
461,68,93,Grocery,59.24,successful,00:52.7
462,269,11,Books,39.83,successful,30:55.5
463,395,7,Shoes,31.42,successful,27:53.9
464,584,89,Jewelery,25.64,successful,59:27.9
465,88,35,Computers,32.9,successful,09:29.6
466,143,19,Shoes,89.3,successful,33:16.1
467,60,25,Health,19.25,successful,38:58.4
468,19,17,Books,61.17,successful,04:46.3
469,185,29,Movies,63.41,successful,44:37.7
470,134,77,Kids,65.2,successful,10:46.7
471,324,28,Beauty,24.26,failed,41:29.6
472,514,71,Games,54.08,successful,39:06.5
473,109,36,Jewelery,66.31,successful,43:59.5
474,3,35,Outdoors,81.63,successful,47:02.3
475,78,21,Clothing,96.4,successful,04:49.0
476,142,97,Baby,95.44,successful,59:38.4
477,331,49,Games,74.38,successful,09:09.5
478,397,34,Industrial,13.16,successful,28:31.5
479,89,98,Tools,63.48,successful,42:46.9
480,517,94,Clothing,22.3,successful,34:36.9
481,94,50,Toys,29.54,successful,32:09.9
482,209,24,Outdoors,44.4,successful,06:08.0
483,418,35,Garden,83.18,successful,51:49.9
484,267,40,Jewelery,36.97,successful,46:32.5
485,70,87,Jewelery,36.27,successful,39:33.9
486,243,16,Outdoors,45.96,successful,55:40.1
487,362,48,Shoes,80.91,successful,05:43.1
488,98,60,Jewelery,59.2,successful,47:13.8
489,363,58,Beauty,37.95,successful,22:49.7
490,516,80,Industrial,48.4,successful,40:36.2
491,46,86,Tools,7.89,successful,22:04.4
492,163,65,Health,43.47,successful,16:53.0
493,599,72,Automotive,21.89,successful,53:20.7
494,384,58,Shoes,51.41,successful,06:23.2
495,320,51,Baby,51.67,successful,27:31.2
496,327,34,Computers,46.7,successful,42:43.8
497,316,76,Electronics,35.35,successful,37:49.9
498,157,59,Garden,80.41,successful,15:58.6
499,429,32,Games,58.1,successful,35:55.9
500,352,91,Games,1.73,failed,56:35.3
501,16,73,Clothing,35.96,successful,19:21.7
502,334,38,Shoes,47.13,successful,41:51.7
503,221,75,Tools,23.77,successful,20:55.4
504,498,74,Grocery,15.04,successful,06:22.6
505,204,4,Beauty,75.12,successful,28:16.7
506,63,20,Jewelery,36.51,successful,02:49.0
507,499,22,Shoes,36.06,successful,06:50.7
508,375,93,Jewelery,76.78,successful,03:37.9
509,201,61,Sports,95.45,successful,05:43.8
510,531,91,Games,72.42,successful,16:11.1
511,257,11,Movies,87.61,successful,05:20.4
512,120,44,Music,15.23,successful,30:40.4
513,566,25,Automotive,67.76,successful,41:46.2
514,453,79,Books,47.41,successful,20:47.2
515,455,39,Computers,77.05,successful,40:15.0
516,95,7,Toys,38.59,successful,18:04.0
517,305,100,Sports,10.81,successful,32:50.3
518,387,43,Grocery,55.22,successful,10:04.4
519,549,76,Automotive,78.24,successful,10:53.3
520,350,25,Tools,93.38,successful,25:44.7
521,583,3,Electronics,91.36,successful,31:05.0
522,495,41,Clothing,55.72,successful,30:26.0
523,362,44,Kids,13,successful,36:04.1
524,387,34,Books,19.45,successful,59:01.3
525,74,87,Toys,84.52,successful,57:27.4
526,95,74,Movies,31.77,successful,35:30.6
527,276,71,Jewelery,86.43,successful,31:26.3
528,208,73,Outdoors,89.78,successful,04:55.3
529,73,64,Music,59.41,successful,33:02.8
530,533,50,Movies,10.85,successful,15:05.3
531,334,72,Baby,98.91,successful,36:53.3
532,20,49,Movies,7.66,successful,26:22.3
533,131,6,Shoes,3.36,successful,51:54.6
534,182,1,Baby,56.76,successful,49:38.8
535,376,66,Sports,73.67,successful,16:34.4
536,522,72,Books,2.35,successful,40:42.4
537,277,35,Clothing,36.54,successful,46:10.8
538,321,98,Jewelery,26.44,successful,33:01.0
539,337,1,Outdoors,45.65,successful,55:13.6
540,353,44,Electronics,51.16,successful,23:02.0
541,209,7,Kids,9.59,failed,44:00.0
542,257,49,Shoes,59.63,successful,42:35.9
543,151,7,Books,63.54,successful,26:27.5
544,275,93,Industrial,97.18,successful,27:01.8
545,244,28,Games,95.25,successful,37:09.6
546,491,76,Movies,84.38,successful,30:34.3
547,277,33,Sports,15.47,successful,58:56.5
548,474,24,Movies,99.61,successful,03:36.8
549,475,85,Tools,22.28,successful,02:52.9
550,359,57,Games,75.81,successful,54:05.4
551,335,37,Health,10.76,successful,18:50.8
552,139,44,Health,53.12,successful,50:47.1
553,284,8,Toys,92.46,successful,18:39.3
554,399,86,Tools,42.12,successful,43:54.5
555,236,95,Automotive,12.31,successful,37:46.0
556,352,5,Kids,7.63,successful,34:05.7
557,13,31,Automotive,39.01,successful,42:48.1
558,345,57,Home,99.36,successful,18:21.6
559,231,90,Movies,78.94,successful,34:07.2
560,160,3,Home,69.39,failed,09:28.7
561,266,21,Sports,51.43,successful,03:25.1
562,384,12,Home,91.55,successful,31:05.7
563,297,84,Music,63.05,successful,01:04.2
564,504,39,Sports,96.04,successful,29:57.2
565,282,11,Outdoors,6.88,successful,39:01.5
566,186,48,Tools,46.5,successful,32:20.1
567,315,97,Movies,30.14,successful,22:22.8
568,437,83,Beauty,27.69,successful,04:08.3
569,324,2,Tools,37.15,successful,36:20.4
570,184,72,Health,63.29,successful,02:38.4
571,175,68,Health,4.12,successful,48:05.4
572,557,76,Home,1.44,successful,50:10.4
573,458,40,Books,14.21,successful,24:10.0
574,363,54,Sports,2.56,successful,19:46.0
575,514,29,Books,70.88,successful,19:21.8
576,482,60,Jewelery,68.69,successful,48:04.2
577,165,35,Outdoors,34.98,successful,06:58.4
578,184,15,Shoes,4.31,successful,05:29.4
579,445,55,Baby,49.61,successful,11:49.0
580,116,55,Music,4.39,successful,52:21.6
581,19,98,Beauty,15.65,successful,49:02.5
582,177,4,Automotive,38.98,successful,31:26.7
583,175,72,Jewelery,7.18,successful,56:27.5
584,547,5,Electronics,61.95,successful,28:26.6
585,157,98,Clothing,6.89,successful,28:55.8
586,474,48,Toys,69.01,successful,34:26.3
587,586,95,Beauty,95.31,successful,49:41.9
588,205,32,Automotive,72.77,successful,43:25.5
589,361,99,Electronics,86.62,successful,59:14.9
590,390,6,Industrial,81.48,successful,09:52.8
591,198,5,Shoes,90.57,failed,42:36.8
592,322,44,Health,30.84,successful,07:15.1
593,565,6,Outdoors,86.19,successful,16:53.1
594,422,2,Books,90.04,successful,08:08.4
595,20,28,Automotive,82.54,successful,09:04.8
596,265,29,Tools,97.66,successful,11:15.9
597,267,65,Games,32.18,successful,14:03.4
598,305,91,Electronics,6.14,successful,18:08.9
599,583,17,Movies,18.82,successful,17:08.2
